ts,vib_fs,vib_n,ms_capture,ms_total,failed_bursts,bad_frames,retries,total_retries,cont_rejects,total_cont_rejects,unpublished_bursts,rms_x,rms_y,rms_z,peak_x,peak_y,peak_z,kurt_x,kurt_y,kurt_z,fdom_x,fdom_y,fdom_z,adom_x,adom_y,adom_z,f2_x,f2_y,f2_z,a2_x,a2_y,a2_z,f3_x,f3_y,f3_z,a3_x,a3_y,a3_z,aud_fs,aud_n,aud_rms,aud_b0,aud_b1,aud_b2,aud_b3
2026-08-27T00:00:05.880+02:00,1000,1024,1024,1056,174,289,12,5299,0,1485,0,0.0249,0.0229,0.1213,0.088,0.0815,1.0132,3.287,3.296,31.442,45.64,48.85,9.08,0.0081,0.0069,0.0471,111.14,35.44,50.01,0.0071,0.0063,0.0413,30.1,58.92,368.99,0.0068,0.0064,0.0374,16000,1024,427.76,0.9101,0.0676,0.0202,0.002
2026-08-27T00:00:35.874+02:00,1000,1024,1024,1056,174,289,0,5299,0,1485,0,0.0234,0.0191,0.0408,0.07,0.0644,0.5641,2.861,3.087,71.228,94.78,175.06,109.56,0.0075,0.007,0.012,9.09,254.96,101.62,0.0068,0.0066,0.0117,62.79,119.31,7.32,0.0067,0.0059,0.0121,16000,1024,397.19,0.9417,0.0411,0.0157,0.0014
2026-08-27T00:01:05.875+02:00,1000,1024,1024,1056,174,289,0,5299,0,1485,0,0.0234,0.0201,0.0332,0.0703,0.0749,0.1156,3.006,3.213,2.737,43.23,146.97,35.81,0.0088,0.0069,0.0107,61.65,163.64,46.8,0.0084,0.0059,0.0094,30.73,117.98,123.74,0.0097,0.0053,0.0099,16000,1024,291.47,0.864,0.0718,0.0593,0.0049
2026-08-27T00:01:35.875+02:00,1000,1024,1024,1056,174,289,4,5303,0,1485,0,0.0221,0.0225,0.0604,0.0793,0.1008,0.7059,2.953,3.466,65.135,43.02,48.69,2.51,0.0073,0.0088,0.0206,96.06,131.56,252.95,0.0064,0.0079,0.02,142.37,90.97,8.06,0.0062,0.0076,0.0194,16000,1024,385.6,0.945,0.0392,0.014,0.0018
2026-08-27T00:02:05.875+02:00,1000,1024,1024,1056,174,290,5,5308,2,1487,0,0.0217,0.0216,0.1107,0.0663,0.0858,1.9014,2.849,3.593,148.682,102.65,70.14,5.66,0.0064,0.0072,0.0174,61.91,60.36,245.01,0.0067,0.0072,0.0173,190.23,133.82,137.95,0.0059,0.0064,0.0168,16000,1024,381.33,0.9566,0.0278,0.0142,0.0013
2026-08-27T00:02:35.876+02:00,1000,1024,1024,1056,174,290,1,5309,0,1487,0,0.0227,0.0216,0.053,0.0716,0.0786,0.663,2.756,3.065,90.308,129.91,130.29,3.24,0.0074,0.0069,0.0146,102.25,32.66,214.02,0.0069,0.0059,0.0143,115.48,57.05,208.45,0.0066,0.0057,0.0146,16000,1024,251.39,0.8121,0.1346,0.0493,0.004
2026-08-27T00:03:05.874+02:00,1000,1024,1024,1056,174,290,2,5311,0,1487,0,0.0234,0.0203,0.0625,0.0796,0.0689,0.6931,3.005,3.152,70.021,13.3,166.53,185.52,0.0081,0.0067,0.0175,143.9,60.43,243.14,0.0069,0.0056,0.0152,45.22,39.72,144.24,0.0069,0.006,0.0154,16000,1024,262.4,0.8862,0.0749,0.0365,0.0024
2026-08-27T00:03:35.877+02:00,1000,1024,1024,1056,174,290,1,5312,0,1487,0,0.0229,0.0208,0.1576,0.0994,0.0662,1.3547,3.393,3.049,18.965,33.82,57.44,169.95,0.0073,0.0079,0.0405,101.03,52.6,124.97,0.007,0.0066,0.0393,168.5,19.27,141.8,0.0074,0.0065,0.0396,16000,1024,321.71,0.8693,0.0871,0.0403,0.0033
2026-08-27T00:04:05.877+02:00,1000,1024,1024,1056,174,290,1,5313,0,1487,0,0.0223,0.0207,0.0589,0.088,0.0686,0.7981,3.341,3.089,96.77,15.2,46.05,17.94,0.0065,0.0071,0.0158,55.41,232.6,58.9,0.0058,0.0065,0.0156,60.32,162.02,167.91,0.0057,0.0055,0.0147,16000,1024,357.23,0.9434,0.0391,0.0161,0.0015
2026-08-27T00:04:35.876+02:00,1000,1024,1024,1056,174,290,1,5314,0,1487,0,0.0226,0.0205,0.0405,0.0677,0.0701,0.5817,2.764,3.107,81.507,70.39,14.55,169.29,0.0061,0.0069,0.0123,93.62,40.19,223.87,0.0062,0.0059,0.0119,131.1,44.52,131.84,0.006,0.006,0.011,16000,1024,391.38,0.864,0.1207,0.0136,0.0017
2026-08-27T00:05:05.878+02:00,1000,1024,1024,1056,174,290,1,5315,0,1487,0,0.0246,0.021,0.0615,0.0789,0.0769,0.7332,2.872,3.054,72.749,9.08,45.76,95.19,0.0064,0.008,0.0217,90.47,14.14,88.63,0.0063,0.0077,0.019,177.61,211.76,25.34,0.0059,0.0067,0.018,16000,1024,415.95,0.9496,0.0385,0.0107,0.0011
2026-08-27T00:05:35.877+02:00,1000,1024,1024,1056,174,291,1,5316,1,1488,0,0.0233,0.0231,0.0819,0.0686,0.0982,0.7474,2.856,3.443,51.883,8.87,119.83,240.02,0.0075,0.0086,0.0305,106.6,87.89,87.73,0.0069,0.0068,0.0302,21.68,11.15,119.84,0.0068,0.0076,0.0288,16000,1024,501.84,0.9698,0.0219,0.0076,0.0007
2026-08-27T00:06:05.891+02:00,1000,1024,1036,1068,174,292,37,5353,3,1491,0,0.0268,0.0246,0.1138,0.1086,0.0865,0.6969,3.589,3.418,23.529,38.07,31.76,394.59,0.0097,0.0099,0.0402,12.69,56.49,302.64,0.0091,0.0077,0.0387,69.8,26.31,385.75,0.009,0.0071,0.0322,16000,1024,455.42,0.9373,0.0389,0.0224,0.0015
2026-08-27T00:06:35.897+02:00,1000,1024,1042,1075,174,292,38,5391,3,1494,0,0.0259,0.0236,0.0865,0.0855,0.0822,0.7343,3.196,3.084,43.042,9.91,96.89,26.1,0.0086,0.0068,0.0224,27.14,38.32,40.95,0.0074,0.0066,0.0219,49.53,26.41,189.63,0.0073,0.0064,0.0186,16000,1024,467.28,0.9374,0.0431,0.0177,0.0017
2026-08-27T00:07:05.879+02:00,1000,1024,1024,1056,174,292,0,5391,0,1494,0,0.0227,0.0208,0.1517,0.0684,0.0764,1.2239,2.767,3.193,17.357,53.83,91.83,187.75,0.0065,0.0061,0.0658,117.28,294.33,258.14,0.0062,0.0056,0.0527,9.68,65.77,75.82,0.0061,0.0055,0.0509,16000,1024,210.23,0.7985,0.1465,0.0509,0.0041
2026-08-27T00:07:35.879+02:00,1000,1024,1024,1056,174,292,4,5395,0,1494,0,0.0249,0.0217,0.0614,0.0939,0.0866,0.6882,3.194,3.242,61.14,100.65,38.36,142.71,0.01,0.0066,0.0228,67.5,45.62,18.74,0.0076,0.0067,0.0198,115.89,56.31,40.07,0.0071,0.0063,0.0196,16000,1024,291.61,0.8907,0.0737,0.0321,0.0035
2026-08-27T00:08:05.879+02:00,1000,1024,1024,1056,174,294,4,5399,0,1494,0,0.024,0.0231,0.0782,0.0788,0.0834,0.6979,2.916,3.166,50.493,17.52,90.65,159.23,0.0069,0.0073,0.0187,70.57,47.02,311.78,0.0069,0.0072,0.0196,169.18,57.52,107.88,0.0069,0.0071,0.0194,16000,1024,507.22,0.9566,0.0316,0.0106,0.0012
2026-08-27T00:08:35.884+02:00,1000,1024,1024,1056,174,295,3,5402,0,1494,0,0.0231,0.0221,0.0855,0.073,0.0981,0.7032,2.914,3.67,44.968,13.8,19.46,201.36,0.0082,0.0072,0.0374,108.63,123.16,263.78,0.0078,0.0071,0.0365,51.34,82.48,62.23,0.0076,0.0073,0.0342,16000,1024,387.19,0.95,0.0383,0.0102,0.0015
2026-08-27T00:09:05.879+02:00,1000,1024,1024,1056,174,296,11,5413,0,1494,0,0.0241,0.0208,0.0447,0.0683,0.0722,0.6042,2.658,3.114,68.986,93.11,93.04,108.54,0.0083,0.0065,0.0122,121.01,99.57,51.98,0.0068,0.0062,0.0115,14.47,218.41,131.55,0.0063,0.0057,0.0116,16000,1024,358.29,0.9366,0.0426,0.0194,0.0014
